age,married,orientation,religion,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,MarriedN,OrientationN,ReligionN
20,Never,Hetero,Muslim,6.0,6.0,5.0,3.0,6.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0
16,Never,Hetero,Muslim,5.0,4.0,7.0,1.0,7.0,7.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0
21,Never,Asexual,Muslim,3.0,6.0,6.0,4.0,7.0,6.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0
22,Never,Hetero,Muslim,4.0,4.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0,4.0
21,Never,Hetero,Muslim,7.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0
18,Never,Bi,Muslim,7.0,5.0,5.0,2.0,5.0,4.0,5.0,3.0,2.0,2.0,4.0,1.0,4.0,4.0
19,Never,Bi,Atheist,1.0,3.0,5.0,7.0,6.0,6.0,2.0,3.0,2.0,1.0,3.0,1.0,4.0,5.0
20,Never,Hetero,Muslim,4.0,5.0,6.0,3.0,5.0,7.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,4.0
15,Never,Hetero,Christian,4.0,5.0,5.0,4.0,6.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0
20,Never,Bi,Agnostic,5.0,5.0,3.0,3.0,6.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0
23,Never,New Types,Muslim,2.0,3.0,1.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0
23,Never,Hetero,Muslim,6.0,6.0,6.0,4.0,7.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0
23,Never,Hetero,Muslim,2.0,2.0,7.0,4.0,5.0,7.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0
22,Never,Hetero,Muslim,6.0,7.0,7.0,6.0,7.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0
27,Never,Hetero,Muslim,6.0,7.0,7.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0
45,Never,Hetero,Protestant,2.0,2.0,5.0,5.0,6.0,5.0,5.0,1.0,2.0,3.0,3.0,1.0,1.0,6.0
20,Never,Hetero,Muslim,5.0,5.0,4.0,7.0,6.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0
34,Never,Hetero,Muslim,5.0,7.0,6.0,4.0,6.0,1.0,6.0,3.0,2.0,4.0,4.0,1.0,1.0,4.0
20,Never,Hetero,Muslim,2.0,7.0,5.0,5.0,6.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0
19,Never,Homo,Muslim,4.0,6.0,4.0,6.0,4.0,5.0,6.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0
21,Never,Hetero,Muslim,2.0,3.0,1.0,2.0,3.0,4.0,5.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0
18,Never,Hetero,Muslim,5.0,6.0,7.0,2.0,5.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0
22,Never,New Types,Muslim,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0
14,Never,New Types,Christian,4.0,6.0,5.0,5.0,6.0,4.0,4.0,1.0,3.0,2.0,3.0,1.0,5.0,3.0
23,Never,New Types,Muslim,5.0,1.0,5.0,2.0,2.0,7.0,1.0,3.0,4.0,4.0,4.0,1.0,5.0,4.0
16,Never,Hetero,Muslim,3.0,4.0,5.0,7.0,5.0,6.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0
18,Never,Hetero,Muslim,2.0,4.0,5.0,4.0,6.0,6.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0
18,Never,Hetero,Muslim,3.0,4.0,7.0,4.0,6.0,6.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,4.0
21,Never,New Types,Muslim,3.0,5.0,7.0,6.0,7.0,4.0,6.0,4.0,2.0,1.0,1.0,1.0,5.0,4.0
20,Never,New Types,Muslim,4.0,5.0,6.0,5.0,7.0,7.0,5.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0
21,Never,Asexual,Muslim,5.0,5.0,4.0,3.0,4.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0
19,Never,Hetero,Muslim,5.0,7.0,5.0,5.0,7.0,5.0,5.0,4.0,2.0,1.0,4.0,1.0,1.0,4.0
38,Never,Asexual,Muslim,7.0,7.0,2.0,1.0,6.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0
23,Never,Asexual,Muslim,5.0,5.0,7.0,6.0,4.0,5.0,5.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0
23,Never,Hetero,Muslim,1.0,3.0,5.0,7.0,5.0,7.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,4.0
19,Never,Hetero,Muslim,5.0,5.0,6.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0
18,Never,Hetero,Christian,5.0,4.0,3.0,6.0,5.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0
33,Never,Hetero,Atheist,2.0,5.0,6.0,6.0,2.0,7.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,5.0
21,Never,Hetero,Protestant,3.0,4.0,5.0,6.0,4.0,6.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0
15,Never,Hetero,Christian,5.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0
18,Never,Hetero,Muslim,3.0,5.0,7.0,6.0,6.0,6.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,4.0
24,Never,Hetero,Muslim,2.0,5.0,5.0,7.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0
17,Never,Hetero,Muslim,4.0,5.0,4.0,7.0,7.0,7.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0
20,Never,Hetero,Atheist,2.0,3.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0
20,Never,Asexual,Agnostic,3.0,7.0,6.0,7.0,6.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,7.0
23,Never,New Types,Christian,4.0,4.0,6.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,5.0,3.0
24,Never,Hetero,Muslim,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0
22,Never,Hetero,Muslim,1.0,5.0,7.0,7.0,7.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0
22,Never,Hetero,Atheist,1.0,5.0,6.0,7.0,4.0,5.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,5.0
21,Never,New Types,Muslim,2.0,2.0,6.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,1.0,5.0,4.0
17,Never,Hetero,Atheist,1.0,7.0,7.0,6.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,1.0,1.0,5.0
18,Never,Hetero,Muslim,5.0,1.0,2.0,4.0,2.0,7.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0
23,Never,Hetero,Muslim,6.0,7.0,6.0,5.0,6.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0
20,Never,Hetero,Muslim,2.0,6.0,7.0,7.0,5.0,3.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,4.0
21,Never,Hetero,Muslim,4.0,3.0,2.0,6.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0
18,Never,Homo,Christian,4.0,5.0,7.0,6.0,5.0,6.0,2.0,4.0,3.0,4.0,4.0,1.0,2.0,3.0
18,Previously,Hetero,Muslim,6.0,5.0,5.0,4.0,5.0,6.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0
23,Never,Hetero,Muslim,4.0,2.0,6.0,6.0,4.0,6.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0
18,Never,Hetero,Muslim,2.0,3.0,6.0,6.0,5.0,5.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0
24,Never,Hetero,Muslim,2.0,5.0,7.0,7.0,4.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0
18,Never,Homo,Muslim,1.0,6.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,2.0,3.0,1.0,2.0,4.0
21,Never,Hetero,Muslim,5.0,5.0,4.0,7.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0
19,Never,Hetero,Hindu,2.0,5.0,4.0,7.0,5.0,6.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,8.0
19,Never,Bi,Christian Other,4.0,5.0,3.0,7.0,6.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0
19,Never,Bi,Muslim,6.0,5.0,7.0,4.0,7.0,3.0,5.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0
26,Never,Hetero,Christian,5.0,5.0,5.0,7.0,6.0,4.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0
17,Never,Hetero,Muslim,6.0,5.0,5.0,2.0,5.0,2.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
22,Never,New Types,Muslim,4.0,2.0,7.0,7.0,6.0,6.0,2.0,4.0,2.0,2.0,2.0,1.0,5.0,4.0
25,Never,Hetero,Muslim,5.0,1.0,7.0,6.0,6.0,7.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0
20,Never,New Types,Christian,3.0,4.0,7.0,5.0,3.0,5.0,1.0,4.0,4.0,4.0,4.0,1.0,5.0,3.0
16,Never,New Types,Muslim,3.0,7.0,1.0,7.0,5.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,5.0,4.0
20,Never,Hetero,Muslim,4.0,6.0,4.0,2.0,7.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0
20,Never,Hetero,Muslim,3.0,4.0,5.0,6.0,5.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0
25,Never,Hetero,Buddhist,6.0,4.0,6.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,9.0
22,Never,Hetero,Christian,3.0,4.0,6.0,7.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0
18,Never,Hetero,Muslim,3.0,3.0,6.0,7.0,7.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0
19,Never,Hetero,Muslim,5.0,3.0,6.0,7.0,7.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0
21,Never,Hetero,Muslim,2.0,7.0,6.0,3.0,7.0,1.0,7.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0
23,Never,Homo,Muslim,6.0,6.0,6.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0
22,Never,Hetero,Agnostic,4.0,5.0,7.0,6.0,5.0,5.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,7.0
22,Never,Hetero,Muslim,1.0,7.0,6.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0
19,Never,Hetero,Muslim,6.0,5.0,5.0,5.0,7.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0
15,Never,Hetero,Atheist,5.0,7.0,5.0,5.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0
17,Never,Bi,Christian,6.0,3.0,7.0,1.0,6.0,5.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0
22,Never,Hetero,Muslim,4.0,5.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0
18,Never,Hetero,Hindu,3.0,4.0,6.0,7.0,6.0,6.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,8.0
21,Never,Hetero,Muslim,5.0,6.0,5.0,5.0,6.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0
15,Never,Hetero,Atheist,1.0,3.0,6.0,7.0,7.0,7.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,5.0
22,Never,Hetero,Muslim,5.0,6.0,6.0,7.0,5.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0
20,Never,New Types,Muslim,3.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,1.0,3.0,2.0,1.0,5.0,4.0
28,Never,Bi,Muslim,4.0,3.0,7.0,6.0,3.0,7.0,2.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0
21,Never,Hetero,Muslim,5.0,6.0,6.0,4.0,2.0,7.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,4.0
22,Never,New Types,Muslim,5.0,7.0,7.0,6.0,6.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,5.0,4.0
19,Never,Hetero,Muslim,3.0,4.0,5.0,6.0,6.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0
25,Never,Hetero,Muslim,3.0,7.0,4.0,6.0,6.0,4.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0
24,Never,Hetero,Muslim,3.0,4.0,3.0,6.0,6.0,5.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0
31,Never,Hetero,Protestant,3.0,6.0,2.0,5.0,7.0,4.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0
20,Never,Asexual,Muslim,5.0,7.0,6.0,1.0,7.0,6.0,7.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0
18,Never,Hetero,Christian,5.0,6.0,6.0,3.0,5.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0
21,Never,Hetero,Buddhist,3.0,5.0,6.0,5.0,7.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,9.0
19,Never,Hetero,Christian,2.0,6.0,6.0,3.0,6.0,5.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0
23,Never,Homo,Muslim,6.0,5.0,7.0,6.0,6.0,6.0,3.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0
21,Never,Hetero,Muslim,1.0,4.0,6.0,7.0,7.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0
22,Never,Hetero,Muslim,6.0,5.0,5.0,5.0,7.0,5.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0
19,Never,New Types,Muslim,5.0,6.0,7.0,2.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0
22,Never,New Types,Muslim,5.0,7.0,7.0,5.0,6.0,5.0,5.0,4.0,2.0,4.0,4.0,1.0,5.0,4.0
23,Never,Hetero,Buddhist,2.0,4.0,7.0,6.0,4.0,7.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,9.0
21,Never,New Types,Muslim,7.0,5.0,4.0,2.0,6.0,3.0,5.0,3.0,1.0,3.0,3.0,1.0,5.0,4.0
16,Never,Hetero,Christian,3.0,5.0,7.0,4.0,3.0,7.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0
18,Never,Hetero,Christian,2.0,5.0,7.0,7.0,1.0,6.0,5.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0
23,Never,New Types,Muslim,4.0,6.0,7.0,4.0,7.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,5.0,4.0
23,Never,New Types,Other,5.0,7.0,7.0,2.0,6.0,5.0,5.0,4.0,2.0,3.0,3.0,1.0,5.0,1.0
26,Never,Hetero,Muslim,4.0,3.0,6.0,4.0,6.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0
13,Never,Hetero,Christian,2.0,6.0,7.0,7.0,7.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,3.0
20,Never,Hetero,Christian,5.0,5.0,6.0,6.0,5.0,4.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0
25,Never,Asexual,Muslim,1.0,2.0,7.0,1.0,7.0,7.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0
19,Never,New Types,Muslim,5.0,6.0,7.0,4.0,3.0,5.0,5.0,4.0,1.0,3.0,2.0,1.0,5.0,4.0
16,Never,New Types,Muslim,5.0,4.0,7.0,4.0,5.0,6.0,2.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0
19,Never,Hetero,Muslim,7.0,6.0,5.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0
22,Never,Hetero,Muslim,4.0,5.0,6.0,7.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0
28,Never,Hetero,Protestant,6.0,3.0,5.0,1.0,5.0,4.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,6.0
21,Never,Hetero,Hindu,5.0,5.0,7.0,5.0,6.0,6.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,8.0
20,Never,Hetero,Muslim,6.0,3.0,2.0,4.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0
19,Never,New Types,Muslim,6.0,7.0,4.0,2.0,7.0,1.0,6.0,3.0,1.0,4.0,2.0,1.0,5.0,4.0
25,Never,Hetero,Christian,4.0,6.0,3.0,5.0,6.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0
19,Never,Hetero,Buddhist,5.0,4.0,6.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,9.0
16,Never,Hetero,Muslim,4.0,5.0,7.0,6.0,6.0,5.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,4.0
21,Never,Hetero,Muslim,5.0,6.0,5.0,2.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0
24,Never,Hetero,Muslim,4.0,2.0,6.0,5.0,7.0,6.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,4.0
23,Never,Hetero,Muslim,5.0,4.0,2.0,3.0,5.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0
16,Never,Hetero,Muslim,5.0,5.0,6.0,5.0,6.0,6.0,6.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0
28,Never,Hetero,Muslim,5.0,7.0,6.0,5.0,7.0,6.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0
16,Never,Hetero,Protestant,7.0,1.0,5.0,6.0,3.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
20,Never,Hetero,Protestant,3.0,6.0,5.0,7.0,6.0,5.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0
19,Never,Hetero,Muslim,2.0,6.0,7.0,7.0,7.0,5.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0
17,Never,Hetero,Muslim,2.0,2.0,4.0,2.0,7.0,5.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0
23,Never,Hetero,Muslim,5.0,6.0,2.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0
18,Never,Bi,Christian,7.0,5.0,7.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,2.0,1.0,4.0,3.0
18,Never,Homo,Buddhist,4.0,4.0,6.0,5.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,9.0
19,Never,Hetero,Muslim,5.0,6.0,6.0,6.0,6.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0
22,Never,Hetero,Muslim,4.0,5.0,7.0,3.0,5.0,5.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,4.0
16,Never,Homo,Christian Other,5.0,5.0,7.0,5.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0
21,Never,New Types,Muslim,4.0,6.0,3.0,2.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0
19,Never,Bi,Muslim,5.0,6.0,7.0,6.0,5.0,7.0,1.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0
21,Never,Asexual,Muslim,6.0,5.0,7.0,5.0,5.0,6.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,4.0
21,Never,Hetero,Muslim,4.0,5.0,4.0,6.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0
18,Never,Hetero,Protestant,7.0,6.0,3.0,2.0,6.0,6.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,6.0
38,Previously,Hetero,Christian,1.0,7.0,6.0,7.0,5.0,1.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,3.0
18,Never,Hetero,Muslim,2.0,5.0,6.0,7.0,5.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0
53,Married,Hetero,Other,7.0,5.0,6.0,7.0,6.0,5.0,6.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0
22,Never,Hetero,Muslim,4.0,2.0,7.0,5.0,4.0,6.0,1.0,4.0,4.0,2.0,4.0,1.0,1.0,4.0
24,Never,Hetero,Christian Other,3.0,5.0,5.0,7.0,6.0,5.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
16,Never,New Types,Muslim,5.0,6.0,6.0,4.0,5.0,7.0,1.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0
21,Never,New Types,Muslim,3.0,5.0,6.0,7.0,5.0,6.0,2.0,1.0,4.0,4.0,2.0,1.0,5.0,4.0
18,Never,Hetero,Muslim,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,1.0,4.0
29,Never,Hetero,Other,5.0,6.0,6.0,5.0,7.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
20,Never,Hetero,Muslim,7.0,7.0,7.0,1.0,7.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0
36,Married,Hetero,Muslim,2.0,2.0,3.0,1.0,6.0,5.0,5.0,3.0,4.0,2.0,3.0,3.0,1.0,4.0
22,Never,Hetero,Muslim,5.0,2.0,5.0,7.0,4.0,6.0,6.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0
24,Never,Hetero,Muslim,1.0,5.0,7.0,6.0,6.0,7.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0
21,Never,Hetero,Muslim,5.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0
21,Never,Hetero,Muslim,1.0,7.0,6.0,7.0,5.0,3.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,4.0
20,Never,Hetero,Muslim,1.0,2.0,7.0,6.0,6.0,7.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,4.0
20,Never,Bi,Muslim,2.0,6.0,7.0,7.0,7.0,4.0,2.0,4.0,3.0,3.0,4.0,1.0,4.0,4.0
56,Previously,Hetero,Agnostic,2.0,7.0,6.0,7.0,7.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,7.0
20,Never,Hetero,Muslim,3.0,6.0,7.0,4.0,6.0,7.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,4.0
29,Married,Hetero,Muslim,3.0,3.0,6.0,6.0,6.0,6.0,5.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0
17,Never,Hetero,Agnostic,6.0,6.0,4.0,3.0,5.0,7.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,7.0
21,Never,New Types,Muslim,1.0,5.0,5.0,4.0,6.0,5.0,5.0,2.0,2.0,3.0,2.0,1.0,5.0,4.0
22,Never,Hetero,Muslim,5.0,4.0,7.0,3.0,7.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,4.0
17,Never,Hetero,Christian Other,3.0,4.0,4.0,5.0,5.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0
22,Never,Asexual,Muslim,4.0,5.0,6.0,4.0,6.0,7.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0
23,Never,Hetero,Christian,5.0,3.0,1.0,5.0,5.0,6.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0
19,Never,New Types,Muslim,1.0,7.0,7.0,7.0,3.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,5.0,4.0
18,Never,Hetero,Christian,3.0,1.0,7.0,5.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,3.0
20,Never,Bi,Muslim,4.0,4.0,6.0,7.0,7.0,6.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0
22,Never,Hetero,Muslim,5.0,7.0,7.0,6.0,6.0,5.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
52,Previously,Hetero,Protestant,3.0,2.0,7.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,6.0
20,Never,Hetero,Muslim,7.0,2.0,2.0,1.0,5.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
18,Never,New Types,Muslim,6.0,7.0,5.0,6.0,1.0,5.0,6.0,2.0,2.0,1.0,2.0,1.0,5.0,4.0
23,Never,Hetero,Christian,5.0,6.0,5.0,6.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0
18,Never,Hetero,Muslim,4.0,6.0,1.0,6.0,6.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0
22,Never,Hetero,Christian,4.0,4.0,6.0,7.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,3.0
22,Never,Hetero,Muslim,6.0,7.0,6.0,3.0,6.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0
22,Never,Homo,Muslim,5.0,3.0,6.0,3.0,6.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0
23,Never,Hetero,Muslim,5.0,5.0,5.0,3.0,6.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0
21,Never,Hetero,Muslim,5.0,6.0,4.0,3.0,6.0,6.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0
21,Never,Hetero,Muslim,5.0,1.0,4.0,6.0,5.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0
18,Never,New Types,Muslim,2.0,7.0,6.0,7.0,7.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,5.0,4.0
20,Never,New Types,Muslim,4.0,6.0,5.0,1.0,7.0,6.0,4.0,2.0,3.0,3.0,3.0,1.0,5.0,4.0
18,Never,Hetero,Muslim,1.0,2.0,6.0,6.0,2.0,7.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0
13,Never,Asexual,Muslim,1.0,6.0,7.0,7.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0
18,Never,Hetero,Muslim,2.0,2.0,7.0,3.0,4.0,7.0,1.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0
22,Never,Hetero,Muslim,6.0,4.0,5.0,1.0,6.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,4.0
15,Never,Hetero,Muslim,1.0,4.0,7.0,7.0,4.0,7.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0
22,Never,Hetero,Muslim,5.0,5.0,5.0,4.0,6.0,7.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0
